28,13,26,41,59,68,23,28,13,64,45,68
27,24,38,45,54,68,1,0,17,39,41,68
3,10,12,65,55,68,31,6,11,58,47,68
5,17,6,62,44,68,9,13,32,59,41,68
33,26,13,61,55,68,32,9,1,53,57,68
6,38,27,45,59,68,25,23,14,43,50,68
10,20,13,52,49,68,23,2,25,47,39,68
2,19,27,43,47,68,37,35,33,49,66,68
32,19,34,59,48,68,10,0,16,53,42,68
26,30,29,65,49,68,26,27,0,63,67,68
28,11,13,56,61,68,24,33,18,50,48,68
3,30,29,47,40,68,30,32,33,64,41,68
24,7,28,47,44,68,33,26,12,50,57,68
12,37,1,64,41,68,18,14,13,67,51,68
6,21,34,57,43,68,8,35,16,39,53,68
11,25,18,62,40,68,28,15,10,58,44,68
1,11,14,43,51,68,16,35,21,48,51,68
14,31,27,59,49,68,26,31,29,48,39,68
20,6,18,67,42,68,23,32,36,48,57,68
0,11,18,39,54,68,1,13,20,63,67,68
27,20,9,56,57,68,25,18,6,60,56,68
5,36,28,60,67,68,16,33,29,62,67,68
9,1,8,64,49,68,10,13,36,50,55,68
4,2,21,63,57,68,26,12,10,63,39,68
20,5,7,65,55,68,5,31,33,51,61,68
24,17,19,55,57,68,35,1,15,50,67,68
22,13,35,62,59,68,37,20,1,55,49,68
0,17,13,66,55,68,11,13,25,55,59,68
19,0,23,45,47,68,1,8,29,56,57,68
32,13,37,57,46,68,30,29,0,59,67,68
21,1,36,48,65,68,38,34,16,42,60,68
21,30,27,50,44,68,7,22,7,51,53,68
17,6,32,41,44,68,25,32,14,43,55,68
35,9,28,62,67,68,20,19,3,58,44,68
32,20,10,46,49,68,14,11,36,67,65,68
21,9,24,51,55,68,9,35,21,50,56,68
21,5,23,48,40,68,26,37,25,55,43,68
34,16,5,40,46,68,24,33,3,48,53,68
31,36,34,42,56,68,30,32,19,59,55,68
26,8,32,52,48,68,23,9,32,54,44,68
20,11,1,44,64,68,12,18,7,64,56,68
13,35,3,39,58,68,7,32,10,66,50,68
34,13,20,67,58,68,10,33,14,53,43,68
31,27,14,56,60,68,21,31,34,63,46,68
19,18,13,45,46,68,34,13,29,67,62,68
17,2,7,39,41,68,34,38,23,47,50,68
21,1,27,63,48,68,20,15,3,59,40,68
3,29,11,59,61,68,36,8,15,47,59,68
16,14,38,48,43,68,14,37,0,53,59,68
35,8,2,54,62,68,1,15,4,64,46,68
34,7,21,66,61,68,31,35,0,63,42,68
32,2,34,49,45,68,29,15,0,50,66,68
15,10,32,66,61,68,24,10,17,56,44,68
14,20,30,54,67,68,7,27,14,43,66,68
22,18,9,59,43,68,27,33,6,63,41,68
28,30,38,53,46,68,10,14,7,50,39,68
15,1,33,51,56,68,17,26,27,53,56,68
33,20,0,52,60,68,7,35,6,65,63,68
24,11,1,63,56,68,38,27,1,45,62,68
28,7,28,63,67,68,14,22,9,60,50,68
36,30,9,61,50,68,27,0,20,60,51,68
2,21,15,64,48,68,14,34,22,56,43,68
21,30,33,53,61,68,5,38,4,64,62,68
34,6,7,48,63,68,10,24,37,54,47,68
29,2,29,49,55,68,32,31,27,44,48,68
15,37,3,45,39,68,17,20,30,58,44,68
14,6,10,54,65,68,17,3,26,56,67,68
7,16,11,46,41,68,5,33,19,56,64,68
38,1,16,48,57,68,23,37,35,43,40,68
1,32,10,66,41,68,2,8,28,39,47,68
19,8,9,41,64,68,15,34,2,54,47,68
24,20,26,52,51,68,7,35,36,52,62,68
28,23,8,43,62,68,23,2,22,45,50,68
34,36,17,65,43,68,30,36,0,56,53,68
26,31,29,56,44,68,6,32,9,58,59,68
6,33,11,39,49,68,12,9,16,43,55,68
4,7,18,57,61,68,25,33,13,66,64,68
18,34,24,53,55,68,25,23,29,43,57,68
23,30,9,45,57,68,31,7,25,55,60,68
30,35,11,64,39,68,34,6,38,62,50,68
9,24,37,62,39,68,36,3,16,57,64,68
27,19,38,58,42,68,4,24,12,51,53,68
35,32,9,51,57,68,30,2,22,56,49,68
11,14,9,59,65,68,16,7,15,45,67,68
28,20,33,42,51,68,16,29,37,52,51,68
5,26,29,66,56,68,10,13,2,53,61,68
37,23,35,53,45,68,9,34,29,56,42,68
10,23,37,48,40,68,17,12,7,53,61,68
30,15,1,43,63,68,10,7,32,45,42,68
24,34,29,47,66,68,31,29,13,44,59,68
27,16,1,45,62,68,23,10,20,45,43,68
4,7,22,50,52,68,2,9,6,39,44,68
18,15,0,59,40,68,26,17,38,49,41,68
31,26,15,58,48,68,11,22,27,67,56,68
21,26,4,58,39,68,14,28,3,49,47,68
0,6,28,64,48,68,26,30,24,42,62,68
4,3,26,41,59,68,10,31,3,53,66,68
1,3,14,43,56,68,35,36,1,64,48,68
7,32,38,63,59,68,17,34,22,56,57,68
18,20,17,50,45,68,10,22,1,57,63,68
4,30,27,45,56,68,15,16,5,51,46,68
13,2,13,57,44,68,38,37,34,59,43,68
30,34,22,56,59,68,34,23,15,47,67,68
25,22,19,41,56,68,24,12,29,56,54,68
33,16,5,62,43,68,17,15,30,42,52,68
25,27,6,54,61,68,12,5,10,66,47,68
29,1,9,61,44,68,10,33,36,67,47,68
38,33,18,62,46,68,25,31,3,46,60,68
3,8,38,45,67,68,30,9,4,46,56,68
24,10,14,43,64,68,2,11,27,55,50,68
30,8,29,49,39,68,8,22,11,66,45,68
11,17,7,66,47,68,35,38,4,67,61,68
35,6,38,39,44,68,19,32,38,56,46,68
14,11,1,64,48,68,31,17,34,45,60,68
17,12,34,44,39,68,38,27,24,42,40,68
12,1,5,50,47,68,23,37,8,57,64,68
12,11,27,56,66,68,16,26,27,59,65,68
38,9,10,42,67,68,1,19,38,55,63,68
27,19,21,64,40,68,34,19,10,54,40,68
30,15,37,40,41,68,30,28,14,49,62,68
36,12,33,44,40,68,38,2,4,48,47,68
30,37,11,50,60,68,18,24,34,47,53,68
3,29,12,66,46,68,15,16,9,53,63,68
34,27,0,60,48,68,8,7,32,50,65,68
23,5,22,64,45,68,23,3,8,60,39,68
0,2,33,56,45,68,17,2,7,60,48,68
29,38,16,63,56,68,34,16,19,51,53,68
35,12,19,59,60,68,35,2,12,50,58,68
37,17,12,50,56,68,31,2,29,60,41,68
6,13,24,62,67,68,28,9,22,39,47,68
21,32,2,39,60,68,18,22,13,63,65,68
10,34,1,45,46,68,31,18,29,50,42,68
31,17,14,39,59,68,6,18,26,41,63,68
11,12,5,60,54,68,9,22,6,55,60,68
20,1,26,41,48,68,6,11,32,52,39,68
0,36,26,65,40,68,23,25,16,40,42,68
22,2,0,59,53,68,24,32,0,53,56,68
27,37,22,51,58,68,29,7,37,65,58,68
21,27,7,42,41,68,23,30,6,62,40,68
29,35,38,45,57,68,32,9,10,44,42,68
24,21,16,54,55,68,36,4,20,61,67,68
36,23,37,67,63,68,20,35,9,39,61,68
14,11,20,43,66,68,16,28,20,46,66,68
30,5,7,59,44,68,32,11,36,53,62,68
13,14,2,61,64,68,1,5,29,50,45,68
31,4,17,40,61,68,35,1,5,44,50,68
19,5,13,42,57,68,15,4,17,45,65,68
25,24,25,40,39,68,30,34,17,50,44,68
2,10,35,44,67,68,30,20,15,39,50,68
34,19,28,56,61,68,14,11,1,51,49,68
2,34,22,41,65,68,29,9,14,54,60,68
11,12,13,55,57,68,34,6,20,64,44,68
10,35,27,58,44,68,18,15,22,45,67,68
2,31,20,40,39,68,35,10,28,48,55,68
35,28,5,44,56,68,16,3,35,42,60,68
38,29,6,39,49,68,38,27,15,49,58,68
22,12,0,56,41,68,32,27,22,43,62,68
28,7,22,59,65,68,32,31,4,41,45,68
6,36,25,51,65,68,7,8,25,52,48,68
20,15,4,55,44,68,18,33,27,56,43,68
6,2,32,41,39,68,37,27,23,63,48,68
23,28,14,62,64,68,35,21,9,64,62,68
34,1,26,67,44,68,20,30,24,57,49,68
6,21,8,62,45,68,26,28,29,46,64,68
5,23,27,44,61,68,1,22,24,59,40,68
24,27,21,50,63,68,7,37,1,49,63,68
31,26,8,43,64,68,35,6,16,62,43,68
0,16,35,41,50,68,34,30,18,56,51,68
6,10,2,67,44,68,24,11,35,52,39,68
12,11,8,50,52,68,11,6,37,40,61,68
14,28,23,50,40,68,7,18,8,63,45,68
11,24,12,60,43,68,8,13,4,41,54,68
26,13,3,52,62,68,18,32,22,60,62,68
21,35,2,61,58,68,15,21,16,50,54,68
6,10,18,51,55,68,10,13,28,39,61,68
21,12,22,60,63,68,31,1,2,60,50,68
13,10,13,56,65,68,36,4,18,50,56,68
1,13,38,63,62,68,33,14,18,43,62,68
28,20,3,46,64,68,4,8,14,49,63,68
13,38,21,46,41,68,11,21,18,54,52,68
5,20,10,55,46,68,35,25,4,63,42,68
16,20,2,46,64,68,37,20,27,52,61,68
18,24,13,51,55,68,25,4,1,42,50,68
10,25,31,48,58,68,31,1,20,67,52,68
4,8,11,52,48,68,11,7,3,63,50,68
33,34,19,42,56,68,12,38,1,55,43,68
9,17,4,46,64,68,0,5,11,65,45,68
28,8,18,57,63,68,34,13,35,39,47,68
18,27,22,55,62,68,13,8,3,60,67,68
2,12,11,65,47,68,7,30,11,46,39,68
14,21,22,65,46,68,34,37,11,65,54,68
19,26,33,53,55,68,16,7,38,45,44,68
0,6,38,58,50,68,6,10,7,64,41,68
35,34,38,58,39,68,18,9,0,52,41,68
19,14,17,56,42,68,1,13,18,44,54,68
1,8,16,57,63,68,34,27,18,46,61,68
29,26,33,53,63,68,32,29,12,55,64,68
19,21,12,61,64,68,33,18,27,57,44,68
31,25,35,45,62,68,18,24,13,55,52,68
8,32,4,57,40,68,30,7,14,62,54,68
3,11,7,45,52,68,12,34,0,48,64,68
24,1,8,47,58,68,30,0,2,53,65,68
33,11,38,51,41,68,7,37,0,59,53,68
0,38,35,39,50,68,9,10,9,56,48,68
3,33,18,60,65,68,10,33,15,66,62,68
24,20,3,42,53,68,16,23,20,54,55,68
34,22,35,49,66,68,30,24,0,46,56,68
14,5,9,46,65,68,12,20,30,64,43,68
0,6,12,49,55,68,17,34,15,44,47,68
7,2,33,44,67,68,17,24,20,64,45,68
27,0,37,46,64,68,16,37,5,41,63,68
1,22,7,45,61,68,32,18,23,40,42,68
37,5,20,44,54,68,32,29,12,44,67,68
14,33,12,59,57,68,18,37,27,63,50,68
38,15,3,60,52,68,35,1,36,40,47,68
8,9,11,64,62,68,1,35,33,54,52,68
34,26,9,63,42,68,23,38,4,41,55,68
8,25,37,48,55,68,6,15,37,53,62,68
18,9,35,59,61,68,11,36,9,44,54,68
23,7,32,59,46,68,13,22,19,44,48,68
12,16,0,43,66,68,34,28,36,57,67,68
3,20,33,48,44,68,32,38,37,47,41,68
3,16,35,65,57,68,31,12,15,47,53,68
18,28,34,46,49,68,8,23,7,49,62,68
15,34,19,45,67,68,16,23,13,64,57,68
24,16,9,50,49,68,13,22,6,45,49,68
17,11,38,51,54,68,2,27,1,52,66,68
7,11,37,51,58,68,31,9,20,48,47,68
29,21,9,53,56,68,23,37,34,48,40,68
37,20,15,40,39,68,26,9,8,48,44,68
2,11,36,45,39,68,23,28,27,48,64,68
12,15,11,66,59,68,38,35,23,48,39,68
31,5,13,56,42,68,32,11,16,65,44,68
31,9,20,64,43,68,38,3,17,66,65,68
36,23,1,40,42,68,26,24,30,56,63,68
33,3,14,56,59,68,12,9,6,52,48,68
14,34,19,59,49,68,5,31,8,59,61,68
20,3,20,54,52,68,20,35,18,64,49,68
19,22,15,63,39,68,30,29,2,52,54,68
20,37,33,65,47,68,23,13,12,55,66,68
29,0,9,44,40,68,32,31,15,43,51,68
9,4,18,65,55,68,37,31,0,62,67,68
2,37,29,60,43,68,23,10,33,61,64,68
38,20,34,63,40,68,12,37,13,52,58,68
34,6,19,45,57,68,24,22,25,64,60,68
8,13,22,41,66,68,38,34,16,62,42,68
4,7,16,64,40,68,1,22,36,66,47,68
26,18,33,58,43,68,36,16,21,58,44,68
29,8,29,46,64,68,23,25,14,60,66,68
5,27,0,49,64,68,12,5,8,49,41,68
18,1,22,64,59,68,24,34,37,42,40,68
22,18,14,48,54,68,1,26,21,39,64,68
10,35,18,64,44,68,4,17,34,42,49,68
29,3,16,47,48,68,13,22,28,63,48,68
17,36,23,40,44,68,3,31,18,49,65,68
12,5,14,49,47,68,35,11,3,40,51,68
13,36,13,39,54,68,35,28,34,49,64,68
23,3,0,61,41,68,29,7,10,58,47,68
15,3,21,51,63,68,10,4,14,45,42,68
20,16,5,61,39,68,35,2,21,45,51,68
7,16,9,61,53,68,10,17,6,46,64,68
4,3,17,49,50,68,1,16,5,44,50,68
9,10,35,56,59,68,18,37,6,63,50,68
33,13,26,51,44,68,15,25,18,55,51,68
2,17,15,59,53,68,32,31,22,44,59,68
2,7,8,57,43,68,38,29,26,43,45,68
35,3,12,53,63,68,33,15,3,42,52,68
38,9,11,51,44,68,24,33,31,42,44,68
12,29,24,64,65,68,29,8,16,48,55,68
10,31,14,65,54,68,38,7,19,63,42,68
1,11,17,66,47,68,16,31,8,42,64,68
32,4,20,55,49,68,25,36,26,66,45,68
14,12,35,65,53,68,35,21,27,64,41,68
2,5,23,59,42,68,16,37,34,51,66,68
32,16,19,58,59,68,5,31,7,42,43,68
9,20,12,57,49,68,4,3,22,40,64,68
21,8,0,59,66,68,9,16,7,64,58,68
19,6,2,60,44,68,21,13,8,60,65,68
13,23,10,47,64,68,30,2,38,65,57,68
34,19,30,53,52,68,5,29,1,58,55,68
2,34,14,39,47,68,11,17,27,42,57,68
3,9,15,43,49,68,23,22,23,64,52,68
4,16,9,66,63,68,12,15,17,52,58,68
30,34,10,54,42,68,11,30,25,47,41,68
12,1,28,67,66,68,36,23,35,41,51,68
32,10,31,60,54,68,10,9,3,48,39,68
28,34,37,55,56,68,18,10,1,62,42,68
27,12,37,56,60,68,12,1,35,51,53,68
0,5,30,56,65,68,13,22,26,53,59,68
6,36,20,64,52,68,20,23,3,61,63,68
18,31,38,61,63,68,17,12,38,39,50,68
11,37,36,51,46,68,3,14,25,60,52,68
35,32,1,57,42,68,7,6,38,52,39,68
18,30,19,54,55,68,16,38,19,52,48,68
15,7,2,57,41,68,24,23,3,67,65,68
13,25,26,61,67,68,20,24,35,59,40,68
8,36,35,61,53,68,35,28,9,44,63,68
28,7,12,46,65,68,1,36,24,46,63,68
11,33,16,54,59,68,26,13,38,60,50,68
36,0,11,39,47,68,12,34,38,50,51,68
7,20,6,61,64,68,24,35,36,58,51,68
1,26,22,63,53,68,13,8,34,57,39,68
18,9,30,59,61,68,38,0,18,45,42,68
27,24,37,48,42,68,32,26,21,56,59,68
21,11,10,45,39,68,8,32,13,66,45,68
1,36,20,67,45,68,23,13,2,46,49,68
18,11,2,46,45,68,15,22,37,67,64,68
22,24,36,57,65,68,38,29,30,42,51,68
12,22,2,64,62,68,15,12,22,49,63,68
24,4,33,42,53,68,10,26,3,45,44,68
7,18,27,45,57,68,17,32,29,65,58,68
21,31,21,59,54,68,5,17,10,58,43,68
5,23,31,51,52,68,30,38,3,61,64,68
9,10,4,57,50,68,38,15,31,44,54,68
24,32,7,55,62,68,31,1,26,66,55,68
38,15,13,67,60,68,33,18,8,63,67,68
5,28,36,52,43,68,16,2,12,41,51,68
25,3,29,46,45,68,31,13,18,58,56,68
9,16,12,59,57,68,35,36,23,59,46,68
18,14,9,42,54,68,8,26,6,51,53,68
32,11,12,64,43,68,38,15,22,43,67,68
21,15,0,53,57,68,16,14,18,52,58,68
26,5,1,39,66,68,37,33,2,51,40,68
29,20,10,48,41,68,25,28,11,51,53,68
14,17,20,60,64,68,3,22,4,67,39,68
21,34,38,62,64,68,28,25,14,49,47,68
27,0,15,66,64,68,23,19,30,49,66,68
38,33,26,56,64,68,34,24,5,66,57,68
22,27,20,43,64,68,23,10,9,55,63,68
4,36,20,63,40,68,32,6,23,67,56,68
7,9,1,62,44,68,12,4,30,46,51,68
34,24,10,64,40,68,7,3,10,66,54,68
21,17,1,63,60,68,38,37,2,51,56,68
9,20,14,44,59,68,31,32,9,46,66,68
36,0,11,55,45,68,28,27,30,48,41,68
6,8,1,55,56,68,30,19,33,55,56,68
10,2,0,56,59,68,16,3,4,41,48,68
21,2,25,61,50,68,0,35,32,60,65,68
14,20,22,41,59,68,30,19,6,61,42,68
7,27,18,65,52,68,4,13,2,61,41,68
33,25,4,48,39,68,24,17,15,61,66,68
18,38,0,64,46,68,34,13,36,45,66,68
9,24,33,54,63,68,28,32,11,45,63,68
22,18,24,49,47,68,28,16,25,57,48,68
29,3,5,47,44,68,30,6,3,65,57,68
12,16,9,46,40,68,14,2,15,42,57,68
32,19,27,50,64,68,11,12,26,43,50,68
29,6,15,39,47,68,30,27,21,46,65,68
31,20,10,63,45,68,10,28,3,47,59,68
13,37,0,45,63,68,18,14,22,61,40,68
2,21,4,67,44,68,36,28,7,43,47,68
4,18,25,55,62,68,28,0,11,57,49,68
24,5,36,57,67,68,24,23,36,58,66,68
4,35,16,48,64,68,5,31,20,40,64,68
14,9,32,57,55,68,27,0,2,59,54,68
33,8,6,63,59,68,17,34,29,59,48,68
19,21,4,51,65,68,34,21,7,61,41,68
36,5,31,45,43,68,25,23,16,66,57,68
23,19,8,57,58,68,31,3,10,50,47,68
18,1,16,56,60,68,6,11,24,43,67,68
36,23,3,48,40,68,25,27,29,61,46,68
8,25,35,42,47,68,26,14,28,63,49,68
3,34,29,44,61,68,5,30,5,52,63,68
16,11,21,47,55,68,15,30,15,47,66,68
27,26,6,64,48,68,25,17,14,45,67,68
9,0,37,65,51,68,34,35,32,39,59,68
29,8,16,57,53,68,5,17,25,44,58,68
20,17,14,57,53,68,38,17,19,54,59,68
14,13,17,67,43,68,3,31,28,40,57,68
10,28,6,59,57,68,16,2,18,55,43,68
13,37,12,55,60,68,25,8,36,44,52,68
18,6,7,64,49,68,30,27,19,39,47,68
1,35,29,39,43,68,28,25,28,44,46,68
3,0,2,46,44,68,23,5,38,48,41,68
29,19,6,65,58,68,18,33,26,66,46,68
3,5,34,63,46,68,5,30,19,59,52,68
17,30,12,47,40,68,29,0,10,46,45,68
0,2,36,42,47,68,15,34,35,50,44,68
33,15,16,50,58,68,8,2,26,50,49,68
29,8,15,51,54,68,32,2,4,58,53,68
0,35,9,66,63,68,24,22,24,59,51,68
32,29,12,66,51,68,21,30,21,55,49,68
10,25,22,60,58,68,31,5,36,51,43,68
31,34,5,59,44,68,33,18,0,63,67,68
38,0,17,40,58,68,35,1,23,58,55,68
21,27,24,51,53,68,26,37,21,47,62,68
13,35,16,47,46,68,0,1,8,67,62,68
2,25,22,41,54,68,23,6,18,45,48,68
16,37,16,55,63,68,16,33,36,50,47,68
18,11,25,57,65,68,20,21,4,48,45,68
20,25,26,53,55,68,34,19,0,52,39,68
0,31,29,61,52,68,19,27,35,42,51,68
38,4,2,43,47,68,14,2,21,60,57,68
36,3,16,60,40,68,28,7,35,43,47,68
7,9,7,60,50,68,26,5,8,56,64,68
25,34,10,43,42,68,20,17,12,45,61,68
30,13,8,41,54,68,31,6,12,44,61,68
7,8,1,57,58,68,24,37,23,52,43,68
38,35,25,41,54,68,34,5,25,58,52,68
4,1,9,55,57,68,11,14,17,53,61,68
33,19,38,49,50,68,36,14,16,52,66,68
3,4,30,58,52,68,28,1,31,63,65,68
33,13,7,52,40,68,37,34,21,49,63,68
10,13,35,50,45,68,7,27,15,64,43,68
27,20,35,42,64,68,34,36,12,50,63,68
8,23,0,52,42,68,37,21,17,51,43,68
25,3,29,48,50,68,33,27,17,48,54,68
10,14,16,46,43,68,16,35,21,67,66,68
26,33,11,64,62,68,5,18,4,50,67,68
35,32,15,53,59,68,33,11,1,55,43,68
16,1,29,46,61,68,31,10,31,53,60,68
22,13,16,56,42,68,12,34,24,53,58,68
1,16,1,41,46,68,33,13,3,62,47,68
38,19,33,44,50,68,18,36,1,58,54,68
20,6,4,47,66,68,10,23,5,57,58,68
34,23,35,47,41,68,37,29,21,39,47,68
26,38,33,53,59,68,12,0,16,48,40,68
2,0,6,54,67,68,33,24,38,67,58,68
3,20,33,65,64,68,8,22,23,44,43,68
31,15,24,41,55,68,32,7,35,61,39,68
35,9,28,53,39,68,14,13,22,47,39,68
18,28,23,61,39,68,9,33,20,57,43,68
30,38,35,48,55,68,10,12,35,48,51,68
0,34,16,53,63,68,8,12,4,56,67,68
34,2,12,44,39,68,24,36,20,67,61,68
22,37,38,50,39,68,30,38,36,57,54,68
5,37,8,51,57,68,30,22,24,42,51,68
19,6,16,65,47,68,35,36,23,60,48,68
33,19,12,67,42,68,23,12,38,54,40,68
36,5,36,49,46,68,38,22,21,67,44,68
10,11,12,41,62,68,23,18,7,60,62,68
25,4,15,44,67,68,29,14,6,58,42,68
10,4,19,53,65,68,31,22,11,59,52,68
36,32,30,63,55,68,13,31,18,64,42,68
0,33,17,49,64,68,23,9,34,54,41,68
10,34,31,39,41,68,30,37,32,50,45,68
14,19,37,55,56,68,17,1,9,61,41,68
23,29,35,51,40,68,18,33,37,59,40,68
10,4,35,43,45,68,14,24,18,56,51,68
36,7,32,66,65,68,35,28,13,42,51,68
18,25,18,39,60,68,30,12,28,51,47,68
32,29,22,55,56,68,12,25,30,64,57,68
13,30,33,64,54,68,12,13,18,55,64,68
9,29,20,40,52,68,34,28,26,64,40,68
31,29,14,62,49,68,5,23,20,58,39,68
27,15,1,64,58,68,12,38,2,50,67,68
5,25,35,47,41,68,31,26,31,59,57,68
29,20,5,53,65,68,12,11,25,49,63,68
19,5,35,53,62,68,32,2,19,59,49,68
25,32,11,62,49,68,33,36,10,44,66,68
26,1,6,58,53,68,20,0,37,62,48,68
28,23,15,39,47,68,1,25,2,46,65,68
26,31,29,65,55,68,15,8,35,41,42,68
15,14,7,66,47,68,16,30,31,51,45,68
27,16,23,47,41,68,20,0,34,46,48,68
37,10,11,46,39,68,26,32,38,59,50,68
36,26,30,66,46,68,17,3,28,42,43,68
29,14,12,59,66,68,8,31,6,61,41,68
34,27,29,64,42,68,29,14,0,67,55,68
32,10,1,44,39,68,30,29,22,44,67,68
24,14,11,65,57,68,24,4,36,56,45,68
23,30,9,62,67,68,1,37,27,64,66,68
22,34,17,51,60,68,36,5,37,59,54,68
26,22,27,66,65,68,14,7,0,46,42,68
37,30,18,41,67,68,18,24,38,45,47,68
25,22,6,39,50,68,14,1,15,62,40,68
29,38,20,51,65,68,34,35,21,46,66,68
30,16,7,62,44,68,26,32,19,42,57,68
13,25,27,57,58,68,26,31,9,43,67,68
35,38,27,59,49,68,20,14,20,46,61,68
10,1,16,66,43,68,28,18,24,58,55,68
27,25,31,62,57,68,28,14,4,48,61,68
32,38,9,59,40,68,14,32,24,63,56,68
17,18,22,59,48,68,16,2,36,67,53,68
38,21,9,64,48,68,18,10,29,42,64,68
3,34,22,46,55,68,32,8,14,42,51,68
10,23,9,46,63,68,28,18,22,45,48,68
16,25,2,62,40,68,31,29,0,61,65,68
34,22,6,63,42,68,18,29,14,59,39,68
9,38,0,59,44,68,9,11,38,51,62,68
37,5,26,47,64,68,4,20,19,53,59,68
6,38,36,45,47,68,35,12,10,53,43,68
15,28,32,48,53,68,17,15,28,39,66,68
32,4,3,57,60,68,18,28,25,40,52,68
11,27,20,50,57,68,35,38,4,42,41,68
2,21,2,46,40,68,1,26,24,65,39,68
23,32,15,59,50,68,12,1,17,53,58,68
15,10,13,57,56,68,28,27,25,66,57,68
13,24,6,45,67,68,27,1,26,64,51,68
28,14,13,65,41,68,36,32,16,53,62,68
22,36,14,48,65,68,37,30,28,49,53,68
13,18,28,53,43,68,17,10,35,50,47,68
9,22,28,52,57,68,16,2,22,63,67,68
4,8,12,66,62,68,3,11,5,51,56,68
27,38,26,64,59,68,11,24,38,55,64,68
22,19,22,46,63,68,11,21,7,60,66,68
16,5,14,48,66,68,3,11,16,63,67,68
18,28,13,63,57,68,8,36,32,54,55,68
8,28,16,47,66,68,21,34,14,53,50,68
27,17,27,67,63,68,31,7,14,39,65,68
12,24,7,57,43,68,4,30,17,58,67,68
21,12,11,52,42,68,36,10,17,51,49,68
6,27,34,66,54,68,5,3,33,60,53,68
13,7,3,61,67,68,12,11,6,41,49,68
20,33,18,47,41,68,3,33,15,58,45,68
30,38,20,63,48,68,30,25,27,58,49,68
20,30,7,66,39,68,37,0,34,45,63,68
10,4,25,58,55,68,1,35,12,44,56,68
